url,status,page_type,title,meta_description,h1,canonical,canonical_status,robots,html_lang,hreflang_zh,hreflang_en,x_default,hreflang_status,sitemap_status,schema_types,schema_status,og_url,result,notes
https://www.bostarcoating.com/faq,200,faq,FAQ 常见问题 | BOSTAR,静电喷枪选型、工艺调试、维护和资料下载常见问题。,常见问题,https://www.bostarcoating.com/faq,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/faq,https://www.bostarcoating.com/en/faq,https://www.bostarcoating.com/faq,PASS,IN_SITEMAP,Answer | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | Question | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/faq,PASS,
https://www.bostarcoating.com/knowledge,200,knowledge-index,知识中心 | BOSTAR,静电喷枪选型、粉末喷涂工艺、故障排查、操作维护和安全规范知识库。,知识中心,https://www.bostarcoating.com/knowledge,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge,https://www.bostarcoating.com/en/knowledge,https://www.bostarcoating.com/knowledge,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge,PASS,
https://www.bostarcoating.com/knowledge/faq,200,knowledge-category,常见问题 | BOSTAR,常见问题文章列表,常见问题,https://www.bostarcoating.com/knowledge/faq,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/faq,https://www.bostarcoating.com/en/knowledge/faq,https://www.bostarcoating.com/knowledge/faq,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/faq,PASS,
https://www.bostarcoating.com/knowledge/industry-encyclopedia,200,knowledge-category,行业百科 | BOSTAR,行业百科文章列表,行业百科,https://www.bostarcoating.com/knowledge/industry-encyclopedia,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/industry-encyclopedia,https://www.bostarcoating.com/en/knowledge/industry-encyclopedia,https://www.bostarcoating.com/knowledge/industry-encyclopedia,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/industry-encyclopedia,PASS,
https://www.bostarcoating.com/knowledge/operation-maintenance,200,knowledge-category,操作维护 | BOSTAR,操作维护文章列表,操作维护,https://www.bostarcoating.com/knowledge/operation-maintenance,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/operation-maintenance,https://www.bostarcoating.com/en/knowledge/operation-maintenance,https://www.bostarcoating.com/knowledge/operation-maintenance,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/operation-maintenance,PASS,
https://www.bostarcoating.com/knowledge/process-knowledge,200,knowledge-category,工艺知识 | BOSTAR,工艺知识文章列表,工艺知识,https://www.bostarcoating.com/knowledge/process-knowledge,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/process-knowledge,https://www.bostarcoating.com/en/knowledge/process-knowledge,https://www.bostarcoating.com/knowledge/process-knowledge,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/process-knowledge,PASS,
https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage,200,knowledge-detail,静电喷涂电压怎么调？ | BOSTAR,围绕现场问题给出判断方法和设备建议。,静电喷涂电压怎么调？,https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage,https://www.bostarcoating.com/en/knowledge/process-knowledge/adjust-spray-voltage,https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage,PASS,IN_SITEMAP,Answer | Article | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | Question | SearchAction | WebPage | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/process-knowledge/adjust-spray-voltage,PASS,
https://www.bostarcoating.com/knowledge/product-comparison,200,knowledge-category,产品对比 | BOSTAR,产品对比文章列表,产品对比,https://www.bostarcoating.com/knowledge/product-comparison,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/product-comparison,https://www.bostarcoating.com/en/knowledge/product-comparison,https://www.bostarcoating.com/knowledge/product-comparison,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/product-comparison,PASS,
https://www.bostarcoating.com/knowledge/safety-standard,200,knowledge-category,安全规范 | BOSTAR,安全规范文章列表,安全规范,https://www.bostarcoating.com/knowledge/safety-standard,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/safety-standard,https://www.bostarcoating.com/en/knowledge/safety-standard,https://www.bostarcoating.com/knowledge/safety-standard,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/safety-standard,PASS,
https://www.bostarcoating.com/knowledge/selection-guide,200,knowledge-category,选型指南 | BOSTAR,选型指南文章列表,选型指南,https://www.bostarcoating.com/knowledge/selection-guide,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/selection-guide,https://www.bostarcoating.com/en/knowledge/selection-guide,https://www.bostarcoating.com/knowledge/selection-guide,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/selection-guide,PASS,
https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun,200,knowledge-detail,静电喷枪怎么选？ | BOSTAR,围绕现场问题给出判断方法和设备建议。,静电喷枪怎么选？,https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun,https://www.bostarcoating.com/en/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun,https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun,PASS,IN_SITEMAP,Answer | Article | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | Question | SearchAction | WebPage | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/selection-guide/how-to-choose-electrostatic-spray-gun,PASS,
https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide,200,knowledge-detail,手动粉末静电喷枪选型指南 | BOSTAR,围绕现场问题给出判断方法和设备建议。,手动粉末静电喷枪选型指南,https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide,https://www.bostarcoating.com/en/knowledge/selection-guide/manual-powder-gun-selection-guide,https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide,PASS,IN_SITEMAP,Answer | Article | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | Question | SearchAction | WebPage | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/selection-guide/manual-powder-gun-selection-guide,PASS,
https://www.bostarcoating.com/knowledge/troubleshooting,200,knowledge-category,故障排查 | BOSTAR,故障排查文章列表,故障排查,https://www.bostarcoating.com/knowledge/troubleshooting,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/troubleshooting,https://www.bostarcoating.com/en/knowledge/troubleshooting,https://www.bostarcoating.com/knowledge/troubleshooting,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/troubleshooting,PASS,
https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder,200,knowledge-detail,静电喷枪不上粉怎么办？ | BOSTAR,围绕现场问题给出判断方法和设备建议。,静电喷枪不上粉怎么办？,https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder,https://www.bostarcoating.com/en/knowledge/troubleshooting/powder-gun-not-picking-powder,https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder,PASS,IN_SITEMAP,Answer | Article | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | Question | SearchAction | WebPage | WebSite,PRESENT,https://www.bostarcoating.com/knowledge/troubleshooting/powder-gun-not-picking-powder,PASS,
https://www.bostarcoating.com/news,200,news,新闻动态 | BOSTAR,博士达品牌新闻、产品更新和行业动态。,新闻动态,https://www.bostarcoating.com/news,PASS,"noindex, nofollow",zh-CN,https://www.bostarcoating.com/news,https://www.bostarcoating.com/en/news,https://www.bostarcoating.com/news,PASS,NOT_IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/news,EXPECTED_NOINDEX,
https://www.bostarcoating.com/products,200,product-index,产品中心 | BOSTAR,博士达粉末静电喷枪、喷涂控制器、DISK 静电旋碟系统、供粉回收与涂装自动化设备。,产品中心,https://www.bostarcoating.com/products,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/products,https://www.bostarcoating.com/en/products,https://www.bostarcoating.com/products,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/products,PASS,
https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun,200,product-category,自动液体静电喷枪 | BOSTAR,自动液体静电喷枪产品目录。,自动液体静电喷枪,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun,https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Liquid-Spray-Gun,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun,PASS,
https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun,200,product-detail,高性能液体自动静电喷枪控制系统 | BOSTAR,BSD-3029 高性能静电自动喷枪是一款专为自动化涂装（往复机与机器人联动）设计的高效、通用液体全自动静电喷涂工具 。系统内置国际标准高压串级发生器，消除传统外置电缆的静电流失，具备强劲的静电包覆效果，显著提升涂料传递效率、节省油漆并减少环境污染 。主机支持高达 100 组数字化工艺配方存储与高精度闭环气流智能参数调节 。,高性能液体自动静电喷枪控制系统,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun,https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun,PASS,IN_SITEMAP,Answer | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | HowTo | HowToStep | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | Product | PropertyValue | QuantitativeValue | Question | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/products/Automatic-Electrostatic-Liquid-Spray-Gun/bsd-3029-automatic-liquid-electrostatic-spray-gun,PASS,
https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell,200,product-category,粉末静电旋杯 | BOSTAR,粉末静电旋杯产品目录。,粉末静电旋杯,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell,https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Powder-Rotary-Bell,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell,PASS,
https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell,200,product-detail,粉末静电旋杯 | BOSTAR,博士达F18粉末静电旋杯是一款专为现代工业涂装设计的高效、节能且环保的粉末涂料喷涂装置 。设备采用电晕放电使粉末高效带电，结合高速旋转产生的强大离心力 ，能有效解决涂层斑驳、流线及颜色不匀等常见问题 ，确保粉末在工件表面实现均匀覆盖与极佳的附着力 。,粉末静电旋杯,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell,https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell,PASS,IN_SITEMAP,Answer | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | HowTo | HowToStep | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | Product | PropertyValue | QuantitativeValue | Question | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/products/Automatic-Electrostatic-Powder-Rotary-Bell/bostar-f18-automatic-powder-electrostatic-rotary-bell,PASS,
https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer,200,product-category,自动静电旋杯 | BOSTAR,自动静电旋杯产品目录。,自动静电旋杯,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer,https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Rotary-Bell-Atomizer,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer,PASS,IN_SITEMAP,Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | PropertyValue | QuantitativeValue | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer,PASS,
https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300,200,product-detail,自动粉末静电旋杯 | BOSTAR,博士达 BSD-CU300 自动粉末静电旋杯专为现代化工业粉末静电喷涂场景量身定制 。设备利用高达 100kV 的高压静电场使粉末颗粒高效、均匀地带电 ，配合空气涡轮高速旋转雾化技术，可显著提升粉末转移效率与上粉率 ，广泛应用于汽车制造、家电生产、金属加工等自动化涂装线 。,自动粉末静电旋杯,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300,PASS,"index, follow",zh-CN,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300,https://www.bostarcoating.com/en/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300,PASS,IN_SITEMAP,Answer | Brand | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | EntryPoint | FAQPage | HowTo | HowToStep | IndustrialManufacturer | Language | ListItem | OfferCatalog | Organization | PostalAddress | Product | PropertyValue | QuantitativeValue | Question | SearchAction | WebSite,PRESENT,https://www.bostarcoating.com/products/Automatic-Electrostatic-Rotary-Bell-Atomizer/automatic-electrostatic-powder-rotary-bell-bsd-cu300,PASS,
